n,Simple_Multiplication,Karatsuba
5566,402995108,37880600
5567,403139882,37959361
5568,403284682,37951243
5569,403429508,37963707
5570,403574360,37990234
5571,403719238,38008110
5572,403864139,37985027
5573,404009069,37950628
5574,404154028,38025084
5575,404299010,38038696
5576,404444018,38070594
5577,404589052,38008930
5578,404734112,38082976
5579,404879198,38075063
5580,405024310,38118564
5581,405169448,38107617
5582,405314612,38117457
5583,405459802,38084206
5584,405605018,38187854
5585,405750260,38181417
5586,405895525,38189084
5587,406040822,38160302
5588,406186142,38184779
5589,406331488,38179613
5590,406476860,38222253
5591,406622255,38233364
5592,406767679,38287197
5593,406913132,38222868
5594,407058608,38301137
5595,407204110,38289288
5596,407349638,38234635
5597,407495192,38308640
5598,407640769,38362022
5599,407786378,38282072
5600,407932010,38358701
5601,408077668,38352510
5602,408223352,38396298
5603,408369062,38416470
5604,408514798,38428237
5605,408660560,38391870
5606,408806348,38380718
5607,408952159,38455420
5608,409098002,38436191
5609,409243868,38465752
5610,409389760,38462062
5611,409535678,38496912
5612,409681622,38423768
5613,409827592,38517084
5614,409973588,38515608
5615,410119610,38546112
5616,410265655,38458659
5617,410411732,38514501
5618,410557832,38525079
5619,410703958,38568129
5620,410850110,38567719
5621,410996288,38598551
5622,411142492,38613106
5623,411288719,38624873
5624,411434975,38601626
5625,411581260,38701584
5626,411727568,38684815
5627,411873902,38732949
5628,412020262,38613475
5629,412166648,38674975
5630,412313060,38697238
5631,412459498,38734753
5632,412605962,38701748
5633,412752452,38729874
5634,412898968,38735368
5635,413045510,38754843
5636,413192078,38837130
5637,413338672,38823764
5638,413485292,38864231
5639,413631938,38796212
5640,413778607,38822739
5641,413925308,38831554
5642,414072032,38901951
5643,414218782,38878089
5644,414365555,38857179
5645,414512360,38934300
5646,414659188,38854801
5647,414806039,38885223
5648,414952922,38984033
5649,415099828,38860049
5650,415246760,38991905
5651,415393718,38977719
5652,415540702,39016136
5653,415687709,39006542
5654,415834748,39012241
5655,415981810,39004492
5656,416128898,39059883
5657,416276012,39050904
5658,416423152,39108632
5659,416570318,39039793
5660,416717510,39093257
5661,416864728,39045861
5662,417011972,39051560
5663,417159242,39105024
5664,417306538,39137783
5665,417453860,39121998
5666,417601208,39131346
5667,417748582,39175175
5668,417895982,39201620
5669,418043408,39150329
5670,418190860,39162957
5671,418338338,39137004
5672,418485842,39259020
5673,418633372,39184564
5674,418780928,39301742
5675,418928510,39261398
5676,419076115,39263899
5677,419223752,39334009
5678,419371412,39287761
5679,419519098,39292804
5680,419666807,39332451
5681,419814548,39297601
5682,419962312,39353361
5683,420110102,39328843
5684,420257918,39365415
5685,420405760,39339011
5686,420553625,39356436
5687,420701522,39397108
5688,420849442,39439748
5689,420997388,39383332
5690,421145360,39410597
5691,421293358,39491285
5692,421441382,39477468
5693,421589432,39490260
5694,421737508,39503954
5695,421885610,39470293
5696,422033738,39502191
5697,422181892,39524659
5698,422330072,39574556
5699,422478278,39569964
5700,422626510,39594728
5701,422774768,39560165
5702,422923052,39612235
5703,423071362,39610636
5704,423219698,39601739
5705,423368060,39591243
5706,423516448,39616171
5707,423664862,39680582
5708,423813299,39694030
5709,423961768,39653112
5710,424110260,39709815
5711,424258778,39703132
5712,424407322,39681566
5713,424555892,39723673
5714,424704488,39651308
5715,424853110,39716334
5716,425001755,39797637
5717,425150432,39775620
5718,425299132,39779187
5719,425447858,39865246
5720,425596607,39889149
5721,425745388,39737367
5722,425894192,39820638
5723,426043022,39786280
5724,426191878,39827362
5725,426340760,39897513
5726,426489668,39952371
5727,426638602,39895340
5728,426787562,39931338
5729,426936548,39962621
5730,427085560,39896898
5731,427234598,39935397
5732,427383662,39989804
5733,427532752,40061103
5734,427681868,40035150
5735,427831010,40031870
5736,427980175,40004523
5737,428129372,40020800
5738,428278592,40016003
5739,428427835,40050566
5740,428577110,40067376
5741,428726408,40085170
5742,428875732,40135149
5743,429025082,40095502
5744,429174458,40097962
5745,429323860,40139741
5746,429473288,40133755
5747,429622742,40151467
5748,429772222,40110098
5749,429921725,40201692
5750,430071257,40208662
5751,430220818,40190909
5752,430370399,40208170
5753,430520012,40220224
5754,430669645,40217190
5755,430819310,40256427
5756,430968995,40219117
5757,431118712,40286152
5758,431268452,40294516
5759,431418218,40278813
5760,431568010,40334368
5761,431717828,40281355
5762,431867672,40354253
5763,432017542,40336090
5764,432167435,40354663
5765,432317360,40405831
5766,432467308,40418418
5767,432617282,40436089
5768,432767282,40400132
5769,432917308,40396934
5770,433067360,40456220
5771,433217438,40422682
5772,433367542,40427766
5773,433517672,40464625
5774,433667825,40466798
5775,433818010,40479549
5776,433968218,40468602
5777,434118452,40515178
5778,434268712,40490455
5779,434418998,40534448
5780,434569310,40488405
5781,434719648,40580614
5782,434870012,40555440
5783,435020402,40583525
5784,435170815,40506322
5785,435321260,40640515
5786,435471725,40600950
5787,435622222,40614972
5788,435772742,40651708
5789,435923285,40675242
5790,436073860,40679014
5791,436224458,40681515
5792,436375082,40647034
5793,436525732,40623131
5794,436676408,40701892
5795,436827110,40746090
5796,436977838,40662696
5797,437128592,40721162
5798,437279372,40780653
5799,437430178,40765442
5800,437581010,40798488
5801,437731868,40793199
5802,437882752,40777127
5803,438033662,40804105
5804,438184598,40798693
5805,438335560,40896724
5806,438486548,40849902
5807,438637559,40831042
5808,438788602,40846991
5809,438939668,40872862
5810,439090760,40923005
5811,439241878,40949532
5812,439393022,40922964
5813,439544192,40930016
5814,439695388,40927802
5815,439846610,40958634
5816,439997858,40976469
5817,440149132,41043750
5818,440300432,41043176
5819,440451758,40944940
5820,440603110,41046251
5821,440754488,40994919
5822,440905892,41043217
5823,441057322,41084627
5824,441208778,41097460
5825,441360260,41070400
5826,441511768,41175565
5827,441663302,41181879
5828,441814862,41103118
5829,441966445,41191268
5830,442118057,41218205
5831,442269698,41170522
5832,442421362,41241370
5833,442573052,41233744
5834,442724765,41215663
5835,442876510,41277737
5836,443028278,41226610
5837,443180072,41302624
5838,443331892,41285240
5839,443483738,41286429
5840,443635610,41341943
5841,443787508,41332718
5842,443939432,41299180
5843,444091382,41404345
5844,444243358,41326691
5845,444395360,41435013
5846,444547388,41413693
5847,444699439,41417219
5848,444851522,41489912
5849,445003625,41475316
5850,445155760,41462032
5851,445307915,41535094
5852,445460102,41579907
5853,445612312,41494258
5854,445764548,41490363
5855,445916807,41582572
5856,446069098,41599997
5857,446221412,41656495
5858,446373752,41585196
5859,446526118,41651165
5860,446678510,41644318
5861,446830925,41664203
5862,446983372,41637307
5863,447135842,41667483
5864,447288338,41590895
5865,447440860,41721808
5866,447593408,41745014
5867,447745979,41730787
5868,447898582,41773181
5869,448051205,41727056
5870,448203860,41786465
5871,448356538,41806268
5872,448509242,41800979
5873,448661972,41861946
5874,448814728,41773058
5875,448967510,41796879
5876,449120318,41863504
5877,449273152,41905939
5878,449426012,41875640
5879,449578898,41866210
5880,449731810,41885398
5881,449884745,41897083
5882,450037712,41892942
5883,450190702,41887899
5884,450343718,41954811
5885,450496760,41952843
5886,450649828,42037221
5887,450802922,41989374
5888,450956039,42036483
5889,451109188,42055015
5890,451262360,42033572
5891,451415558,42037713
5892,451568779,42032875
5893,451722029,42044888
5894,451875308,42108971
5895,452028610,42091259
5896,452181938,42081132
5897,452335292,42128323
5898,452488672,42164977
5899,452642075,42169938
5900,452795510,42107823
5901,452948968,42236235
5902,453102452,42229183
5903,453255962,42202410
5904,453409498,42251897
5905,453563060,42272479
5906,453716648,42266493
5907,453870262,42299334
5908,454023902,42290355
5909,454177565,42311183
5910,454331260,42318235
5911,454484978,42329264
5912,454638722,42327747
5913,454792492,42353536
5914,454946285,42399948
5915,455100110,42326558
5916,455253958,42347345
5917,455407832,42396627
5918,455561732,42462883
5919,455715658,42459398
5920,455869610,42399210
5921,456023588,42443982
5922,456177592,42471042
5923,456331619,42531845
5924,456485678,42522005
5925,456639760,42553206
5926,456793868,42588589
5927,456948002,42492485
5928,457102159,42548163
5929,457256348,42578339
5930,457410560,42657633
5931,457564798,42579036
5932,457719062,42600725
5933,457873352,42672967
5934,458027668,42601545
5935,458182010,42680962
5936,458336378,42696460
5937,458490772,42707325
5938,458645192,42754639
5939,458799638,42744840
5940,458954110,42728768
5941,459108605,42758616
5942,459263132,42697403
5943,459417682,42794983
5944,459572258,42757099
5945,459726857,42867102
5946,459881485,42848037
5947,460036139,42879320
5948,460190822,42790637
5949,460345528,42823355
5950,460500260,42848037
5951,460655018,42947134
5952,460809802,42854679
5953,460964612,42915195
5954,461119445,42872555
5955,461274310,42864314
5956,461429198,42922001
5957,461584112,42938237
5958,461739052,42949348
5959,461894018,42984280
5960,462049010,42956072
5961,462204025,42968741
5962,462359072,42989364
5963,462514142,42985387
5964,462669235,42945330
5965,462824360,43064927
5966,462979508,43089076
5967,463134682,43036022
5968,463289882,43045534
5969,463445108,43055989
5970,463600360,43132495
5971,463755638,43163573
5972,463910942,43093750
5973,464066269,43105230
5974,464221628,43119211
5975,464377010,43062098
5976,464532418,43123680
5977,464687852,43172224
5978,464843309,43250616
5979,464998795,43200186
5980,465154307,43216627
5981,465309848,43298873
5982,465465412,43237537
5983,465621002,43306540
5984,465776615,43224171
5985,465932257,43323432
5986,466087925,43305556
5987,466243619,43323104
5988,466399342,43318225
5989,466555088,43365826
5990,466710860,43349754
5991,466866655,43362423
5992,467022479,43418839
5993,467178332,43421094
5994,467334208,43373083
5995,467490110,43486817
5996,467646038,43437781
5997,467801992,43504898
5998,467957969,43461602
5999,468113978,43493131
6000,468270010,43542413
6001,468426068,43524168
6002,468582152,43526874
6003,468738262,43515517
6004,468894398,43549834
6005,469050560,43592228
6006,469206748,43593171
6007,469362962,43655819
6008,469519202,43595713
6009,469675468,43659714
6010,469831760,43670128
6011,469988078,43668611
6012,470144422,43666725
6013,470300792,43718877
6014,470457188,43732407
6015,470613610,43759590
6016,470770055,43715269
6017,470926532,43706249
6018,471083032,43773284
6019,471239558,43797843
6020,471396110,43804649
6021,471552688,43790012
6022,471709292,43850733
6023,471865922,43815719
6024,472022578,43846141
6025,472179260,43830520
6026,472335968,43840319
6027,472492702,43888248
6028,472649462,43953561
6029,472806248,43840852
6030,472963057,43874923
6031,473119898,43922319
6032,473276762,43952905
6033,473433652,43920966
6034,473590568,44015430
6035,473747507,43975824
6036,473904478,43955775
6037,474061472,44032281
6038,474218492,44014897
6039,474375538,44050854
6040,474532610,44062211
6041,474689708,44044991
6042,474846832,44041711
6043,475003982,44146548
6044,475161158,44128016
6045,475318360,44111493
6046,475475588,44144785
6047,475632842,44120472
6048,475790122,44169631
6049,475947428,44146999
6050,476104757,44149254
6051,476262118,44114199
6052,476419502,44169672
6053,476576912,44128303
6054,476734348,44199110
6055,476891810,44252287
6056,477049295,44168319
6057,477206812,44274796
6058,477364352,44245604
6059,477521918,44234247
6060,477679510,44277338
6061,477837128,44292713
6062,477994772,44304316
6063,478152442,44321577
6064,478310138,44285825
6065,478467860,44344660
6066,478625608,44341954
6067,478783382,44316534
6068,478941182,44366021
6069,479099008,44410014
6070,479256857,44371433
6071,479414738,44432933
6072,479572639,44488365
6073,479730569,44443347
6074,479888528,44469218
6075,480046510,44497385
6076,480204515,44497221
6077,480362552,44544166
6078,480520612,44498984
6079,480678698,44517229
6080,480836810,44581845
6081,480994948,44580287
6082,481153112,44620590
6083,481311302,44573727
6084,481469518,44619606
6085,481627757,44604067
6086,481786028,44547774
6087,481944322,44617843
6088,482102642,44614522
6089,482260988,44615342
6090,482419360,44633997
6091,482577758,44635227
6092,482736182,44663271
6093,482894632,44680860
6094,483053108,44727805
6095,483211610,44755357
6096,483370138,44793528
6097,483528692,44716448
6098,483687272,44722065
6099,483845878,44774914
6100,484004507,44764172
6101,484163168,44760482
6102,484321852,44752118
6103,484480562,44828788
6104,484639298,44804229
6105,484798060,44810584
6106,484956848,44900989
6107,485115662,44831576
6108,485274502,44838546
6109,485433368,44893240
6110,485592260,44829649
6111,485751178,44855438
6112,485910122,44808124
6113,486069092,44911403
6114,486228088,44913658
6115,486387110,44911485
6116,486546158,44930919
6117,486705229,45020340
6118,486864332,44965523
6119,487023458,44974256
6120,487182610,45039077
6121,487341788,45047564
6122,487500992,45010664
6123,487660219,45110048
6124,487819478,44991722
6125,487978760,45135591
6126,488138068,45076961
6127,488297402,45124480
6128,488456762,45052730
6129,488616148,45107793
6130,488775560,45138174
6131,488934995,45131778
6132,489094459,45101602
6133,489253952,45235467
6134,489413468,45175443
6135,489573010,45212917
6136,489732578,45218165
6137,489892172,45223044
6138,490051792,45226570
6139,490211435,45180199
6140,490371110,45284380
6141,490530805,45315417
6142,490690532,45278435
6143,490850282,45346413
6144,491010058,45371136
6145,491169860,45268513
6146,491329688,45362485
6147,491489542,45386593
6148,491649419,45374088
6149,491809325,45369127
6150,491969260,45393112
6151,492129218,45463673
6152,492289199,45378352
6153,492449212,45475153
6154,492609248,45404182
6155,492769310,45528494
6156,492929398,45492578
6157,493089512,45524968
6158,493249652,45548789
6159,493409818,45516276
6160,493570010,45514964
6161,493730228,45573348
6162,493890472,45542516
6163,494050742,45640137
6164,494211038,45579990
6165,494371360,45614512
6166,494531708,45581261
6167,494692082,45632552
6168,494852479,45643253
6169,495012908,45705122
6170,495173360,45635176
6171,495333838,45709960
6172,495494342,45702088
6173,495654872,45681588
6174,495815428,45760226
6175,495976010,45763301
6176,496136615,45759734
6177,496297252,45753502
6178,496457912,45754978
6179,496618595,45768385
6180,496779310,45821562
6181,496940048,45867810
6182,497100812,45821398
6183,497261602,45774412
6184,497422418,45811066
6185,497583260,45873181
6186,497744128,45882160
6187,497905022,45915903
6188,498065942,45880356
6189,498226888,45902824
6190,498387860,45909179
6191,498548858,45925210
6192,498709882,45941323
6193,498870932,45950876
6194,499032008,46019469
6195,499193107,45968260
6196,499354238,45987284
6197,499515392,45985931
6198,499676572,46001757
6199,499837778,46004709
6200,499999010,45968670
6201,500160268,46056656
6202,500321552,46054442
6203,500482862,46021191
6204,500644198,46109095
6205,500805560,46095155
6206,500966948,46060592
6207,501128362,46114835
6208,501289802,46065225
6209,501451268,46069120
6210,501612760,46134597
6211,501774278,46177811
6212,501935822,46139927
6213,502097392,46213440
6214,502258988,46189619
6215,502420607,46192817
6216,502582258,46215367
6217,502743932,46296014
6218,502905632,46282566
6219,503067358,46277400
6220,503229110,46289782
6221,503390888,46332627
6222,503552692,46288142
6223,503714519,46348330
6224,503876375,46273669
6225,504038260,46367723
6226,504200168,46380597
6227,504362102,46308396
6228,504524059,46365386
6229,504686048,46362188
6230,504848060,46383754
6231,505010098,46400892
6232,505172162,46387403
6233,505334252,46399826
6234,505496368,46406099
6235,505658507,46456980
6236,505820678,46444434
6237,505982872,46477808
6238,506145089,46528320
6239,506307338,46479161
6240,506469610,46514585
6241,506631908,46500358
6242,506794232,46500727
6243,506956582,46527049
6244,507118958,46509132
6245,507281360,46519628
6246,507443788,46610648
6247,507606242,46666941
6248,507768722,46648819
6249,507931228,46672927
6250,508093760,46610935
6251,508256318,46579283
6252,508418902,46699372
6253,508581512,46653370
6254,508744148,46674731
6255,508906810,46731188
6256,509069495,46694288
6257,509232209,46726719
6258,509394949,46810728
6259,509557715,46743406
6260,509720510,46729056
6261,509883325,46762922
6262,510046172,46805070
6263,510209042,46841150
6264,510371938,46807079
6265,510534860,46849063
6266,510697808,46850006
6267,510860782,46868005
6268,511023779,46828358
6269,511186808,46884118
6270,511349860,46881248
6271,511512938,46926922
6272,511676042,46930735
6273,511839172,46838854
6274,512002328,46949062
6275,512165507,47001337
6276,512328718,47001173
6277,512491949,46978869
6278,512655212,47003879
6279,512818498,46986741
6280,512981807,47028356
6281,513145148,47043526
6282,513308509,47051931
6283,513471902,47113595
6284,513635318,47133562
6285,513798760,47148076
6286,513962228,47083009
6287,514125722,47140286
6288,514289242,47184894
6289,514452788,47168658
6290,514616360,47166854
6291,514779958,47104165
6292,514943579,47222286
6293,515107232,47160376
6294,515270905,47232167
6295,515434607,47210683
6296,515598338,47225607
6297,515762092,47240408
6298,515925872,47266115
6299,516089678,47291863
6300,516253510,47345122
6301,516417368,47295389
6302,516581252,47269149
6303,516745162,47304983
6304,516909098,47313839
6305,517073057,47295266
6306,517237048,47328804
6307,517401059,47256480
6308,517565102,47378045
6309,517729168,47364843
6310,517893260,47456847
6311,518057375,47420357
6312,518221522,47403260
6313,518385692,47450861
6314,518549888,47446433
6315,518714110,47528884
6316,518878358,47456068
6317,519042629,47467589
6318,519206932,47524579
6319,519371258,47543357
6320,519535610,47483415
6321,519699985,47465211
6322,519864392,47589974
6323,520028822,47623020
6324,520193278,47540651
6325,520357760,47570130
6326,520522268,47635853
6327,520686802,47582717
6328,520851362,47606784
6329,521015948,47639584
6330,521180560,47717689
6331,521345198,47647702
6332,521509862,47726135
6333,521674552,47673245
6334,521839268,47708464
6335,522004010,47806864
6336,522168778,47731670
6337,522333572,47772383
6338,522498392,47774884
6339,522663238,47767299
6340,522828110,47816171
6341,522993008,47790710
6342,523157932,47724126
6343,523322882,47906289
6344,523487858,47939376
6345,523652860,47901656
6346,523817888,47886691
6347,523982942,47828717
6348,524148022,47889602
6349,524313128,47923919
6350,524478260,47894686
6351,524643418,47939786
6352,524808602,47938638
6353,524973812,47961352
6354,525139048,47984927
6355,525304310,47915145
6356,525469598,48000138
6357,525634912,47979966
6358,525800252,48023467
6359,525965618,48073282
6360,526131010,48013750
6361,526296428,48044787
6362,526461872,48044746
6363,526627342,48092511
6364,526792838,48121088
6365,526958360,48127853
6366,527123908,48106533
6367,527289482,48170001
6368,527455082,48121457
6369,527620705,48204728
6370,527786360,48173609
6371,527952035,48215880
6372,528117739,48191567
6373,528283472,48246999
6374,528449228,48220759
6375,528615010,48234289
6376,528780818,48303046
6377,528946652,48244703
6378,529112512,48290418
6379,529278398,48295584
6380,529444310,48341627
6381,529610245,48271189
6382,529776212,48274428
6383,529942199,48414730
6384,530108218,48381438
6385,530274260,48430105
6386,530440328,48419773
6387,530606422,48472212
6388,530772542,48399150
6389,530938688,48370901
6390,531104857,48452737
6391,531271058,48452491
6392,531437282,48472581
6393,531603529,48504684
6394,531769808,48434000
6395,531936107,48427522
6396,532102438,48489555
6397,532268792,48484225
6398,532435172,48601649
6399,532601578,48532482
6400,532768010,48567496
6401,532934468,48608004
6402,533100949,48541133
6403,533267462,48610833
6404,533433998,48660607
6405,533600560,48649578
6406,533767148,48678524
6407,533933762,48683116
6408,534100402,48666224
6409,534267068,48694883
6410,534433760,48695662
6411,534600478,48724444
6412,534767222,48732644
6413,534933992,48692259
6414,535100788,48731373
6415,535267610,48715055
6416,535434458,48788035
6417,535601332,48784673
6418,535768232,48760729
6419,535935158,48807510
6420,536102107,48822680
6421,536269088,48860605
6422,536436092,48896685
6423,536603119,48924647
6424,536770178,48875980
6425,536937260,48921080
6426,537104368,48911404
6427,537271502,48870240
6428,537438662,48930018
6429,537605848,48951379
6430,537773060,48986270
6431,537940298,48960604
6432,538107562,48980202
6433,538274852,49000579
6434,538442168,49033338
6435,538609510,49003613
6436,538776878,49025466
6437,538944272,49027147
6438,539111692,49095125
6439,539279138,49043998
6440,539446610,49092009
6441,539614108,49116404
6442,539781629,49098651
6443,539949182,49128048
6444,540116758,49101439
6445,540284360,49179421
6446,540451988,49190737
6447,540619642,49199839
6448,540787322,49153960
6449,540955028,49216813
6450,541122760,49189507
6451,541290515,49231286
6452,541458302,49214722
6453,541626112,49214230
6454,541793948,49262938
6455,541961810,49247973
6456,542129695,49222553
6457,542297612,49355106
6458,542465552,49269088
6459,542633518,49335631
6460,542801510,49327021
6461,542969528,49311974
6462,543137572,49358796
6463,543305642,49400001
6464,543473735,49422674
6465,543641860,49440345
6466,543810008,49407955
6467,543978182,49440099
6468,544146382,49506560
6469,544314608,49460599
6470,544482860,49439730
6471,544651135,49476589
6472,544819442,49482862
6473,544987769,49545592
6474,545156128,49531570
6475,545324507,49508610
6476,545492918,49485691
6477,545661352,49551086
6478,545829812,49611766
6479,545998298,49563017
6480,546166810,49614021
6481,546335348,49592291
6482,546503912,49649896
6483,546672502,49611110
6484,546841118,49497909
6485,547009760,49601885
6486,547178428,49686427
6487,547347122,49759571
6488,547515842,49760514
6489,547684588,49653053
6490,547853360,49684418
6491,548022158,49778964
6492,548190982,49751166
6493,548359832,49807582
6494,548528708,49789255
6495,548697610,49701679
6496,548866535,49786467
6497,549035489,49853707
6498,549204472,49809222
6499,549373478,49826032
6500,549542507,49888393
6501,549711568,49903645
6502,549880649,49943415
6503,550049762,49925293
6504,550218898,49929311
6505,550388060,49956781
6506,550557245,49972279
6507,550726462,49981381
6508,550895699,49982939
6509,551064968,49985235
6510,551234260,50044767
6511,551403578,50093967
6512,551572922,50043988
6513,551742289,50007785
6514,551911685,50058379
6515,552081110,50057723
6516,552250555,50094828
6517,552420029,50145217
6518,552589532,50178468
6519,552759055,50120371
6520,552928610,50123446
6521,553098188,50126644
6522,553267792,50182855
6523,553437422,50214712
6524,553607078,50261821
6525,553776757,50240501
6526,553946465,50250300
6527,554116202,50233859
6528,554285962,50248250
6529,554455748,50270595
6530,554625557,50318114
6531,554795398,50324264
6532,554965262,50305281
6533,555135152,50350996
6534,555305068,50328200
6535,555475010,50298598
6536,555644978,50347962
6537,555814972,50356654
6538,555984992,50439925
6539,556155038,50382238
6540,556325110,50423607
6541,556495208,50346240
6542,556665332,50459605
6543,556835482,50457596
6544,557005658,50454726
6545,557175857,50498145
6546,557346085,50514709
6547,557516342,50517948
6548,557686622,50483426
6549,557856928,50496587
6550,558027260,50532175
6551,558197618,50602777
6552,558368002,50577849
6553,558538412,50573298
6554,558708848,50620899
6555,558879310,50589001
6556,559049798,50686909
6557,559220312,50675306
6558,559390852,50688344
6559,559561418,50668254
6560,559732010,50614913
6561,559902628,50674445
6562,560073272,50728278
6563,560243942,50681333
6564,560414638,50787564
6565,560585360,50704170
6566,560756108,50730984
6567,560926882,50805768
6568,561097679,50717618
6569,561268508,50859806
6570,561439360,50822455
6571,561610238,50859806
6572,561781142,50736437
6573,561952072,50812123
6574,562123028,50843160
6575,562294010,50857674
6576,562465018,50851073
6577,562636052,50931761
6578,562807112,50894697
6579,562978198,50912737
6580,563149310,51021920
6581,563320445,50973294
6582,563491612,50989776
6583,563662802,50971162
6584,563834018,50986414
6585,564005260,50970219
6586,564176525,51008472
6587,564347822,51035409
6588,564519142,51051645
6589,564690488,51015155
6590,564861860,51018394
6591,565033258,51089734
6592,565204682,51065667
6593,565376132,51127659
6594,565547608,51192029
6595,565719110,51218761
6596,565890638,51181943
6597,566062192,51147544
6598,566233772,51131718
6599,566405378,51159147
6600,566577010,51240327
6601,566748668,51150209
6602,566920352,51250208
6603,567092062,51169315
6604,567263798,51256973
6605,567435560,51281532
6606,567607348,51336103
6607,567779162,51359514
6608,567951002,51325812
6609,568122868,51253898
6610,568294760,51278375
6611,568466678,51307690
6612,568638622,51351519
6613,568810589,51350494
6614,568982588,51399448
6615,569154610,51373167
6616,569326658,51377554
6617,569498732,51384278
6618,569670832,51378210
6619,569842958,51364762
6620,570015110,51457832
6621,570187288,51465089
6622,570359492,51497725
6623,570531722,51516626
6624,570703975,51437988
6625,570876260,51544670
6626,571048568,51508918
6627,571220902,51540775
6628,571393262,51595018
6629,571565645,51527081
6630,571738060,51574969
6631,571910498,51610475
6632,572082962,51604571
6633,572255452,51587064
6634,572427968,51592025
6635,572600510,51559143
6636,572773078,51669433
6637,572945672,51619413
6638,573118292,51664718
6639,573290938,51686120
6640,573463610,51676526
6641,573636308,51689933
6642,573809032,51689564
6643,573981782,51720314
6644,574154558,51692270
6645,574327360,51692024
6646,574500188,51727530
6647,574673042,51738600
6648,574845919,51761806
6649,575018828,51813958
6650,575191760,51806824
6651,575364715,51737575
6652,575537702,51908709
6653,575710712,51834786
6654,575883748,51794647
6655,576056810,51824782
6656,576229898,51866192
6657,576403009,51885134
6658,576576152,51923797
6659,576749318,51929865
6660,576922510,51925191
6661,577095728,51911866
6662,577268969,51972177
6663,577442242,52000549
6664,577615538,51976523
6665,577788860,51991488
6666,577962208,51961517
6667,578135579,52025272
6668,578308982,52057621
6669,578482408,51993292
6670,578655860,52014407
6671,578829335,52015637
6672,579002842,52029577
6673,579176372,52094767
6674,579349928,52151019
6675,579523510,52052373
6676,579697118,52064878
6677,579870752,52165410
6678,580044412,52154586
6679,580218098,52090544
6680,580391810,52122319
6681,580565548,52175127
6682,580739312,52135603
6683,580913099,52159916
6684,581086918,52163278
6685,581260760,52213503
6686,581434628,52217644
6687,581608522,52153274
6688,581782439,52214897
6689,581956385,52146632
6690,582130360,52313789
6691,582304358,52263236
6692,582478379,52265368
6693,582652432,52261801
6694,582826508,52325515
6695,583000610,52268115
6696,583174735,52328426
6697,583348892,52278693
6698,583523072,52383530
6699,583697278,52366064
6700,583871510,52376724
6701,584045768,52371107
6702,584220052,52361841
6703,584394362,52368360
6704,584568698,52428876
6705,584743060,52408663
6706,584917448,52397757
6707,585091862,52455649
6708,585266302,52417970
6709,585440768,52501118
6710,585615260,52412722
6711,585789778,52480618
6712,585964319,52484595
6713,586138892,52559379
6714,586313485,52484841
6715,586488110,52446752
6716,586662758,52540847
6717,586837429,52627767
6718,587012129,52630473
6719,587186858,52571433
6720,587361610,52521454
6721,587536388,52587300
6722,587711192,52601691
6723,587886022,52676844
6724,588060878,52603290
6725,588235760,52672785
6726,588410668,52724855
6727,588585599,52663642
6728,588760562,52659829
6729,588935548,52651260
6730,589110560,52678976
6731,589285595,52632564
6732,589460662,52749250
6733,589635752,52746503
6734,589810865,52728996
6735,589986010,52769545
6736,590161178,52805666
6737,590336372,52794473
6738,590511592,52748963
6739,590686838,52811734
6740,590862110,52820590
6741,591037405,52822230
6742,591212732,52904148
6743,591388082,52841500
6744,591563455,52837113
6745,591738860,52826207
6746,591914285,52864624
6747,592089742,52922680
6748,592265222,52879384
6749,592440728,52976923
6750,592616260,52923377
6751,592791818,52905952
6752,592967399,52965566
6753,593143012,52952815
6754,593318648,52962696
6755,593494310,53033831
6756,593669998,53013946
6757,593845712,53035963
6758,594021449,53060071
6759,594197218,52982335
6760,594373010,53024975
6761,594548828,53049411
6762,594724672,53087582
6763,594900542,53064745
6764,595076435,53027640
6765,595252360,53054659
6766,595428308,53137889
6767,595604282,53033790
6768,595780282,53195494
6769,595956305,53232107
6770,596132360,53142235
6771,596308435,53206974
6772,596484542,53232681
6773,596660672,53173559
6774,596836828,53254575
6775,597013010,53283111
6776,597189218,53284218
6777,597365452,53178274
6778,597541712,53282660
6779,597717998,53278314
6780,597894310,53248507
6781,598070648,53376837
6782,598247012,53314517
6783,598423402,53288687
6784,598599818,53300290
6785,598776260,53384586
6786,598952728,53357854
6787,599129222,53391433
6788,599305742,53392376
6789,599482288,53388481
6790,599658857,53385652
6791,599835458,53434401
6792,600012082,53551210
6793,600188732,53374377
6794,600365405,53472285
6795,600542110,53484462
6796,600718838,53446701
6797,600895592,53489095
6798,601072372,53495245
6799,601249178,53543543
6800,601426010,53524888
6801,601602868,53513531
6802,601779752,53560599
6803,601956662,53558959
6804,602133598,53536737
6805,602310560,53584338
6806,602487545,53617343
6807,602664562,53668183
6808,602841602,53592169
6809,603018665,53638007
6810,603195760,53628208
6811,603372878,53690405
6812,603550019,53662648
6813,603727192,53625051
6814,603904388,53688970
6815,604081610,53734316
6816,604258858,53741696
6817,604436132,53759367
6818,604613432,53763098
6819,604790758,53767854
6820,604968107,53744238
6821,605145488,53757071
6822,605322892,53758916
6823,605500322,53801720
6824,605677778,53915905
6825,605855260,53834930
6826,606032768,53791019
6827,606210299,53855840
6828,606387859,53824844
6829,606565445,53875971
6830,606743060,53892453
6831,606920698,53852929
6832,607098362,53976995
6833,607276052,53960882
6834,607453768,53943334
6835,607631510,53997208
6836,607809278,53971378
