n,Simple_Multiplication,Karatsuba
6837,607987072,53953912
6838,608164892,54006146
6839,608342738,53981218
6840,608520610,54068794
6841,608698508,54044604
6842,608876432,54111434
6843,609054382,54121233
6844,609232355,54112418
6845,609410360,54106104
6846,609588388,54114140
6847,609766442,54097986
6848,609944522,54087203
6849,610122625,54110409
6850,610300760,54197698
6851,610478918,54169449
6852,610657099,54183389
6853,610835309,54188678
6854,611013548,54191753
6855,611191810,54185972
6856,611370098,54174861
6857,611548412,54244561
6858,611726752,54289620
6859,611905118,54378303
6860,612083507,54293720
6861,612261928,54307619
6862,612440369,54321395
6863,612618839,54371210
6864,612797338,54323322
6865,612975860,54378262
6866,613154408,54376458
6867,613332982,54393022
6868,613511582,54392038
6869,613690208,54440049
6870,613868860,54452103
6871,614047538,54427421
6872,614226242,54490889
6873,614404972,54499950
6874,614583728,54526067
6875,614762510,54552799
6876,614941318,54570552
6877,615120152,54494046
6878,615299012,54549601
6879,615477898,54589166
6880,615656807,54623770
6881,615835748,54594168
6882,616014712,54676332
6883,616193702,54683507
6884,616372715,54633856
6885,616551760,54698103
6886,616730828,54747221
6887,616909922,54706221
6888,617089039,54742055
6889,617268188,54805605
6890,617447360,54821390
6891,617626558,54844432
6892,617805782,54800234
6893,617985032,54788713
6894,618164308,54890926
6895,618343610,54880635
6896,618522938,54832173
6897,618702292,54904743
6898,618881672,54891746
6899,619061078,54926145
6900,619240510,54888630
6901,619419965,54860504
6902,619599452,54951893
6903,619778962,54935083
6904,619958498,54915567
6905,620138060,54975837
6906,620317648,54976493
6907,620497262,54965505
6908,620676902,54982192
6909,620856568,55066939
6910,621036260,55053901
6911,621215978,55153080
6912,621395722,55093097
6913,621575492,55134343
6914,621755285,55061527
6915,621935110,55148201
6916,622114958,55174687
6917,622294832,55154064
6918,622474732,55163781
6919,622654658,55248610
6920,622834610,55204740
6921,623014588,55179648
6922,623194592,55231062
6923,623374622,55247831
6924,623554675,55242378
6925,623734760,55289364
6926,623914868,55268413
6927,624095002,55363943
6928,624275162,55300803
6929,624455348,55341639
6930,624635560,55339507
6931,624815798,55275875
6932,624996062,55357260
6933,625176349,55327043
6934,625356668,55302279
6935,625537010,55406624
6936,625717378,55356522
6937,625897772,55449305
6938,626078192,55462343
6939,626258638,55472388
6940,626439110,55456521
6941,626619608,55560251
6942,626800132,55529419
6943,626980682,55508099
6944,627161255,55566073
6945,627341860,55553896
6946,627522488,55576077
6947,627703142,55595798
6948,627883822,55559718
6949,628064528,55638233
6950,628245260,55600636
6951,628426018,55670541
6952,628606802,55642005
6953,628787612,55641431
6954,628968448,55735444
6955,629149310,55724005
6956,629330198,55714083
6957,629511112,55718183
6958,629692052,55767916
6959,629873018,55786571
6960,630054010,55774230
6961,630235025,55830359
6962,630416072,55818879
6963,630597142,55824824
6964,630778238,55844422
6965,630959360,55813139
6966,631140505,55884110
6967,631321682,55895344
6968,631502879,55766235
6969,631684108,55945774
6970,631865360,55870129
6971,632046638,55964839
6972,632227942,55913425
6973,632409272,55980091
6974,632590628,55893335
6975,632772007,55990751
6976,632953418,56049627
6977,633134852,56060656
6978,633316312,56053481
6979,633497798,56006290
6980,633679310,56131258
6981,633860848,56114243
6982,634042412,56023715
6983,634224002,56123058
6984,634405618,56098048
6985,634587257,56142246
6986,634768928,56187797
6987,634950622,56116867
6988,635132342,56138269
6989,635314085,56192102
6990,635495860,56145936
6991,635677658,56168363
6992,635859482,56178654
6993,636041332,56272667
6994,636223205,56305262
6995,636405110,56289190
6996,636587035,56289887
6997,636768992,56306123
6998,636950972,56373199
6999,637132978,56246632
7000,637315010,56377340
7001,637497068,56357578
7002,637679152,56386688
7003,637861259,56370616
7004,638043398,56442530
7005,638225560,56454953
7006,638407748,56447778
7007,638589959,56449418
7008,638772199,56535026
7009,638954465,56452247
7010,639136757,56506367
7011,639319075,56483571
7012,639501422,56530721
7013,639683792,56508704
7014,639866188,56530639
7015,640048610,56583939
7016,640231058,56586727
7017,640413532,56566268
7018,640596032,56662290
7019,640778558,56572828
7020,640961110,56693696
7021,641143688,56714975
7022,641326292,56700584
7023,641508922,56744249
7024,641691578,56696689
7025,641874260,56752654
7026,642056968,56701322
7027,642239702,56820058
7028,642422462,56779591
7029,642605245,56760485
7030,642788060,56842075
7031,642970898,56851874
7032,643153759,56907757
7033,643336649,56816860
7034,643519565,56920590
7035,643702507,56909397
7036,643885478,56974382
7037,644068472,56934940
7038,644251492,56900090
7039,644434538,57007838
7040,644617610,56996317
7041,644800708,56973849
7042,644983832,57083852
7043,645166982,57029117
7044,645350158,57093446
7045,645533360,57099391
7046,645716588,57043344
7047,645899842,57080531
7048,646083119,57102794
7049,646266428,57098694
7050,646449757,57180776
7051,646633118,57211649
7052,646816502,57237151
7053,646999912,57174175
7054,647183348,57134364
7055,647366810,57209517
7056,647550298,57197217
7057,647733812,57217430
7058,647917352,57248180
7059,648100918,57251501
7060,648284510,57402340
7061,648468128,57361832
7062,648651772,57395985
7063,648835442,57395739
7064,649019138,57362734
7065,649202860,57394960
7066,649386608,57386268
7067,649570382,57427637
7068,649754182,57442274
7069,649938008,57473639
7070,650121860,57475607
7071,650305738,57557402
7072,650489642,57483479
7073,650673572,57569948
7074,650857525,57551129
7075,651041510,57547193
7076,651225518,57519600
7077,651409549,57565520
7078,651593612,57546127
7079,651777698,57536902
7080,651961810,57630751
7081,652145948,57645470
7082,652330112,57608898
7083,652514302,57632555
7084,652698518,57709635
7085,652882760,57686962
7086,653067028,57711070
7087,653251319,57694301
7088,653435642,57749282
7089,653619988,57733087
7090,653804360,57761500
7091,653988758,57750758
7092,654173179,57762033
7093,654357632,57822221
7094,654542108,57782164
7095,654726610,57873307
7096,654911135,57835300
7097,655095689,57933290
7098,655280269,57872077
7099,655464878,57932757
7100,655649510,57922384
7101,655834168,57928124
7102,656018852,57857522
7103,656203562,57962441
7104,656388298,57904057
7105,656573060,58015823
7106,656757848,58058176
7107,656942662,58060513
7108,657127502,58064900
7109,657312368,57976750
7110,657497260,58035011
7111,657682178,58088967
7112,657867122,58130992
7113,658052092,58131771
7114,658237088,58088147
7115,658422107,58069287
7116,658607158,58150385
7117,658792232,58173509
7118,658977329,58133411
7119,659162458,58209548
7120,659347610,58159282
7121,659532788,58202127
7122,659717992,58253869
7123,659903219,58317050
7124,660088478,58261003
7125,660273760,58286710
7126,660459068,58331974
7127,660644402,58241036
7128,660829762,58350547
7129,661015145,58291917
7130,661200560,58340092
7131,661385998,58295648
7132,661571462,58390481
7133,661756952,58376377
7134,661942468,58345791
7135,662128010,58392818
7136,662313578,58429021
7137,662499172,58401715
7138,662684792,58462231
7139,662870435,58490644
7140,663056110,58549192
7141,663241808,58448496
7142,663427532,58503026
7143,663613282,58538737
7144,663799058,58523116
7145,663984860,58587691
7146,664170688,58554973
7147,664356542,58528528
7148,664542422,58543288
7149,664728328,58570594
7150,664914260,58570020
7151,665100218,58614300
7152,665286202,58689207
7153,665472212,58656407
7154,665658248,58691339
7155,665844310,58693840
7156,666030398,58676333
7157,666216512,58632299
7158,666402652,58762105
7159,666588818,58755094
7160,666775010,58773421
7161,666961228,58805606
7162,667147472,58787771
7163,667333739,58643820
7164,667520035,58869115
7165,667706360,58864646
7166,667892708,58883096
7167,668079082,58773339
7168,668265482,58859644
7169,668451908,58860833
7170,668638360,58909664
7171,668824838,58866696
7172,669011342,59011344
7173,669197872,58907245
7174,669384428,58981332
7175,669571010,58974731
7176,669757618,59013804
7177,669944249,59024751
7178,670130909,59041356
7179,670317598,59041315
7180,670504310,58984899
7181,670691048,59038568
7182,670877812,59040987
7183,671064602,59070958
7184,671251418,59105480
7185,671438260,59077518
7186,671625128,59114090
7187,671812022,59180223
7188,671998942,59232047
7189,672185885,59137501
7190,672372860,59128112
7191,672559858,59214376
7192,672746882,59211260
7193,672933932,59260624
7194,673121008,59222371
7195,673308110,59285880
7196,673495238,59168620
7197,673682392,59201461
7198,673869572,59351726
7199,674056775,59271530
7200,674244010,59243199
7201,674431268,59331062
7202,674618552,59321960
7203,674805859,59295351
7204,674993198,59302567
7205,675180560,59365010
7206,675367948,59323846
7207,675555362,59393464
7208,675742802,59408347
7209,675930268,59344428
7210,676117760,59500638
7211,676305278,59437744
7212,676492822,59452422
7213,676680392,59484402
7214,676867985,59477596
7215,677055610,59459474
7216,677243255,59433316
7217,677430932,59518145
7218,677618632,59578907
7219,677806358,59618021
7220,677994110,59545082
7221,678181885,59546025
7222,678369692,59549961
7223,678557522,59603056
7224,678745378,59646844
7225,678933260,59651887
7226,679121168,59607443
7227,679309102,59741021
7228,679497062,59683293
7229,679685048,59639792
7230,679873060,59684195
7231,680061098,59744383
7232,680249162,59765252
7233,680437252,59765088
7234,680625368,59796658
7235,680813510,59783538
7236,681001678,59743727
7237,681189872,59764473
7238,681378089,59790139
7239,681566338,59781693
7240,681754610,59847703
7241,681942908,59829007
7242,682131232,59915968
7243,682319582,59936017
7244,682507958,59828105
7245,682696360,59959592
7246,682884788,59912565
7247,683073242,59878453
7248,683261719,59902520
7249,683450228,59967341
7250,683638760,59995221
7251,683827318,59976361
7252,684015899,60017894
7253,684204512,59961396
7254,684393148,60040649
7255,684581810,59995426
7256,684770498,60077549
7257,684959212,60061108
7258,685147952,59999813
7259,685336718,60090054
7260,685525510,60080706
7261,685714325,60102682
7262,685903172,60096983
7263,686092042,60126503
7264,686280935,60137409
7265,686469860,60066192
7266,686658808,60181402
7267,686847779,60166150
7268,687036782,60192349
7269,687225808,60210389
7270,687414860,60300876
7271,687603938,60287428
7272,687793042,60306534
7273,687982172,60293209
7274,688171328,60267338
7275,688360510,60341999
7276,688549718,60324574
7277,688738952,60391855
7278,688928212,60260573
7279,689117498,60351388
7280,689306810,60436545
7281,689496145,60418259
7282,689685512,60421252
7283,689874902,60424737
7284,690064318,60428099
7285,690253760,60384024
7286,690443228,60464630
7287,690632722,60462867
7288,690822242,60515798
7289,691011788,60481030
7290,691201360,60597060
7291,691390958,60567335
7292,691580582,60589598
7293,691770232,60585006
7294,691959908,60494724
7295,692149610,60612271
7296,692339338,60645891
7297,692529092,60587835
7298,692718872,60616904
7299,692908678,60693123
7300,693098510,60654173
7301,693288368,60645932
7302,693478252,60665612
7303,693668162,60693943
7304,693858098,60668728
7305,694048060,60732729
7306,694238048,60771433
7307,694428059,60709236
7308,694618102,60796525
7309,694808168,60772950
7310,694998260,60845602
7311,695188378,60856959
7312,695378522,60798739
7313,695568692,60742938
7314,695758888,60810670
7315,695949110,60914113
7316,696139355,60874671
7317,696329629,60865036
7318,696519932,60838755
7319,696710255,60939246
7320,696900610,61031209
7321,697090985,61036826
7322,697281392,60979139
7323,697471822,60948430
7324,697662275,60920550
7325,697852760,60990373
7326,698043268,61052570
7327,698233802,61067289
7328,698424362,61045764
7329,698614948,61051258
7330,698805560,61114029
7331,698996198,60964707
7332,699186862,61111569
7333,699377552,61100868
7334,699568268,61157940
7335,699759010,61144697
7336,699949778,61195701
7337,700140572,61177538
7338,700331392,61202384
7339,700522238,61180736
7340,700713107,61168354
7341,700904008,61289919
7342,701094932,61215463
7343,701285882,61333420
7344,701476858,61273929
7345,701667860,61334322
7346,701858888,61315667
7347,702049942,61282662
7348,702241019,61374666
7349,702432125,61285819
7350,702623257,61357856
7351,702814415,61306401
7352,703005602,61403038
7353,703196812,61491926
7354,703388048,61359619
7355,703579310,61420504
7356,703770598,61435428
7357,703961912,61469376
7358,704153252,61443382
7359,704344618,61450188
7360,704536010,61543258
7361,704727428,61583725
7362,704918872,61515501
7363,705110342,61550228
7364,705301838,61537067
7365,705493360,61571425
7366,705684908,61598403
7367,705876482,61611564
7368,706068082,61599182
7369,706259708,61617755
7370,706451360,61623700
7371,706643038,61699181
7372,706834742,61662814
7373,707026472,61731038
7374,707218228,61734933
7375,707410010,61738664
7376,707601818,61752358
7377,707793652,61683806
7378,707985512,61746864
7379,708177398,61772981
7380,708369310,61760189
7381,708561248,61763551
7382,708753212,61798401
7383,708945202,61827142
7384,709137218,61835547
7385,709329257,61797171
7386,709521328,61814883
7387,709713422,61842476
7388,709905542,61891881
7389,710097685,61897375
7390,710289857,61930790
7391,710482058,61889380
7392,710674282,61988108
7393,710866532,62020211
7394,711058808,62010125
7395,711251110,61960638
7396,711443435,61931610
7397,711635789,62004139
7398,711828172,62050182
7399,712020575,62081014
7400,712213007,62012708
7401,712405468,62072937
7402,712597952,62013528
7403,712790462,62078431
7404,712982998,62057685
7405,713175560,62124146
7406,713368148,62195609
7407,713560762,62192698
7408,713753402,62077939
7409,713946068,62156331
7410,714138760,62176052
7411,714331478,62164818
7412,714524219,62256904
7413,714716989,62219102
7414,714909788,62261906
7415,715102610,62283595
7416,715295458,62256494
7417,715488332,62247843
7418,715681229,62363873
7419,715874158,62358584
7420,716067107,62282160
7421,716260088,62272033
7422,716453092,62298560
7423,716646122,62357682
7424,716839178,62351778
7425,717032260,62367932
7426,717225368,62403848
7427,717418502,62408235
7428,717611662,62470801
7429,717804848,62494253
7430,717998060,62457312
7431,718191298,62432876
7432,718384562,62468054
7433,718577852,62454729
7434,718771168,62469571
7435,718964510,62460223
7436,719157878,62509669
7437,719351272,62418977
7438,719544692,62495647
7439,719738138,62521600
7440,719931610,62502863
